"Key","Coach","Status","Month","Day","Year","PF","Opponent","PA","Location","State","Special"
"872","Jerry Pettibone","L","10","24","1992","21","Stanford (CA)","27","Corvallis"," OR",
"873","Jerry Pettibone","L","11","7","1992","14","UCLA","26","Pasadena"," CA",
"874","Jerry Pettibone","L","11","14","1992","16","Washington","45","Seattle"," WA",
"875","Jerry Pettibone","L","11","21","1992","0","Oregon","7","Corvallis"," OR",
"876","Jerry Pettibone","W","9","4","1993","27","Wyoming","16","Laramie"," WY",
"877","Jerry Pettibone","L","9","11","1993","30","Fresno St. (CA)","48","Fresno"," CA",
"878","Jerry Pettibone","L","9","18","1993","6","Washington St.","51","Pullman"," WA",
"879","Jerry Pettibone","L","9","25","1993","0","Arizona","33","Corvallis"," OR",
"880","Jerry Pettibone","W","10","2","1993","30","Arizona St.","14","Corvallis"," OR",
"881","Jerry Pettibone","W","10","9","1993","42","Pacific (CA)","7","Corvallis"," OR",
"882","Jerry Pettibone","L","10","16","1993","9","Southern California","34","Los Angeles"," CA",
"883","Jerry Pettibone","L","10","23","1993","17","UCLA","20","Corvallis"," OR",
"884","Jerry Pettibone","L","10","30","1993","27","Stanford (CA)","31","Stanford"," CA",
"885","Jerry Pettibone","L","11","6","1993","21","Washington","28","Corvallis"," OR",
"886","Jerry Pettibone","W","11","20","1993","15","Oregon","12","Eugene"," OR",
"887","Jerry Pettibone","L","9","3","1994","16","Arizona St.","22","Tempe"," AZ",
"888","Jerry Pettibone","W","9","10","1994","44","Wyoming","31","Corvallis"," OR",
"889","Jerry Pettibone","L","9","17","1994","14","Fresno St. (CA)","24","Fresno"," CA",
"890","Jerry Pettibone","L","10","1","1994","10","Arizona","30","Tucson"," AZ",
"891","Jerry Pettibone","L","10","8","1994","19","Southern California","27","Corvallis"," OR",
"892","Jerry Pettibone","W","10","15","1994","23","UCLA","14","Pasadena"," CA",
"893","Jerry Pettibone","L","10","22","1994","29","Stanford (CA)","35","Corvallis"," OR",
"894","Jerry Pettibone","L","10","29","1994","10","Washington","24","Seattle"," WA",
"895","Jerry Pettibone","W","11","5","1994","24","Pacific (CA)","12","Corvallis"," OR",
"896","Jerry Pettibone","W","11","12","1994","21","Washington St.","3","Corvallis"," OR",
"897","Jerry Pettibone","L","11","19","1994","13","Oregon","17","Corvallis"," OR",
"898","Jerry Pettibone","W","9","2","1995","14","Idaho","7","Corvallis"," OR",
"899","Jerry Pettibone","L","9","9","1995","10","Pacific (CA)","23","Stockton"," CA",
"900","Jerry Pettibone","L","9","16","1995","27","North Texas","30","Denton"," TX",
"901","Jerry Pettibone","L","9","23","1995","11","Arizona St.","20","Tempe"," AZ",
"902","Jerry Pettibone","L","9","30","1995","16","Washington","26","Corvallis"," OR",
"903","Jerry Pettibone","L","10","7","1995","14","Washington St.","40","Pullman"," WA",
"904","Jerry Pettibone","L","10","21","1995","12","California","13","Corvallis"," OR",
"905","Jerry Pettibone","L","10","28","1995","3","Stanford (CA)","24","Stanford"," CA",
"906","Jerry Pettibone","L","11","4","1995","9","Arizona","14","Corvallis"," OR",
"907","Jerry Pettibone","L","11","11","1995","10","Southern California","28","Corvallis"," OR",
"908","Jerry Pettibone","L","11","18","1995","10","Oregon","12","Eugene"," OR",
"909","Jerry Pettibone","L","9","7","1996","14","Montana","35","Corvallis"," OR",
"910","Jerry Pettibone","L","9","14","1996","17","Southern California","46","Los Angeles"," CA",
"911","Jerry Pettibone","L","9","21","1996","10","Baylor (TX)","42","Waco"," TX",
"912","Jerry Pettibone","L","9","28","1996","42","California","48","Berkeley"," CA",
"913","Jerry Pettibone","L","10","12","1996","3","Washington St.","24","Corvallis"," OR",
"914","Jerry Pettibone","W","10","19","1996","26","Stanford (CA)","12","Corvallis"," OR",
"915","Jerry Pettibone","L","10","26","1996","7","Arizona","33","Tucson"," AZ",
"916","Jerry Pettibone","L","11","2","1996","14","Arizona St.","29","Corvallis"," OR",
"917","Jerry Pettibone","L","11","9","1996","3","Washington","42","Seattle"," WA",
"918","Jerry Pettibone","W","11","16","1996","67","Northern Illinois","28","Corvallis"," OR",
"919","Jerry Pettibone","L","11","23","1996","13","Oregon","49","Corvallis"," OR",
"920","Mike Riley","W","9","6","1997","33","North Texas","7","Corvallis"," OR",
"921","Mike Riley","L","9","20","1997","24","Stanford (CA)","27","Corvallis"," OR",
"922","Mike Riley","L","9","27","1997","10","Arizona St.","13","Corvallis"," OR",
"923","Mike Riley","W","10","4","1997","26","San Jose St. (CA)","12","Corvallis"," OR",
"924","Mike Riley","W","10","11","1997","24","Utah St.","16","Corvallis"," OR",
"925","Mike Riley","L","10","18","1997","10","UCLA","34","Pasadena"," CA",
"926","Mike Riley","L","10","25","1997","17","Washington","45","Corvallis"," OR",
"927","Mike Riley","L","11","1","1997","14","California","33","Berkeley"," CA",
"928","Mike Riley","L","11","8","1997","7","Arizona","27","Tucson"," AZ",
"929","Mike Riley","L","11","15","1997","0","Southern California","23","Corvallis"," OR",
"930","Mike Riley","L","11","22","1997","30","Oregon","48","Eugene"," OR",
"931","Mike Riley","W","9","5","1998","48","Nevada","6","Corvallis"," OR",
"932","Mike Riley","W","9","12","1998","27","Baylor (TX)","17","Corvallis"," OR",
"933","Mike Riley","L","9","19","1998","20","Southern California","40","Los Angeles"," CA",
"934","Mike Riley","L","9","26","1998","3","Arizona St.","24","Tempe"," AZ",
"935","Mike Riley","W","10","3","1998","20","Utah St.","16","Logan"," UT",
"936","Mike Riley","W","10","10","1998","30","Stanford (CA)","23","Stanford"," CA",
"937","Mike Riley","L","10","17","1998","7","Arizona","28","Corvallis"," OR",
"938","Mike Riley","L","10","24","1998","34","Washington","35","Seattle"," WA",
"939","Mike Riley","L","10","31","1998","19","California","20","Corvallis"," OR",
"940","Mike Riley","L","11","7","1998","34","UCLA","41","Corvallis"," OR",
"941","Mike Riley","W","11","21","1998","44","Oregon","41","Corvallis"," OR",
"942","Dennis Erickson","W","9","4","1999","28","Nevada","13","Reno"," NV",
"943","Dennis Erickson","W","9","11","1999","46","Fresno St. (CA)","23","Corvallis"," OR",
"944","Dennis Erickson","W","9","18","1999","48","Georgia Southern","41","Corvallis"," OR",
"945","Dennis Erickson","L","10","2","1999","29","Southern California","37","Los Angeles"," CA",
"946","Dennis Erickson","L","10","9","1999","21","Washington","47","Corvallis"," OR",
"947","Dennis Erickson","L","10","16","1999","17","Stanford (CA)","21","Stanford"," CA",
"948","Dennis Erickson","W","10","23","1999","55","UCLA","7","Corvallis"," OR",
"949","Dennis Erickson","W","10","30","1999","27","Washington St.","13","Pullman"," WA",
"950","Dennis Erickson","W","11","6","1999","17","California","7","Corvallis"," OR",
"951","Dennis Erickson","W","11","13","1999","28","Arizona","20","Corvallis"," OR",
"952","Dennis Erickson","L","11","20","1999","14","Oregon","25","Eugene"," OR",
"953","Dennis Erickson","L","12","25","1999","17","Hawaii","23","Honolulu"," HI","Oahu Classic"
"954","Dennis Erickson","W","9","2","2000","21","Eastern Washington","19","Corvallis"," OR",
"955","Dennis Erickson","W","9","9","2000","28","New Mexico","20","Albuquerque"," NM",
"956","Dennis Erickson","W","9","23","2000","35","San Diego St. (CA)","3","Corvallis"," OR","Reser Stadium"
"957","Dennis Erickson","W","9","30","2000","31","Southern California","21","Corvallis"," OR",
"958","Dennis Erickson","L","10","7","2000","30","Washington","33","Seattle"," WA",
"959","Dennis Erickson","W","10","14","2000","38","Stanford (CA)","6","Corvallis"," OR",
"960","Dennis Erickson","W","10","21","2000","44","UCLA","38","Pasadena"," CA",
"961","Dennis Erickson","W","10","28","2000","38","Washington St.","9","Corvallis"," OR",
"962","Dennis Erickson","W","11","4","2000","38","California","32","Berkeley"," CA",
"963","Dennis Erickson","W","11","11","2000","33","Arizona","9","Tucson"," AZ",
"964","Dennis Erickson","W","11","18","2000","23","Oregon","13","Corvallis"," OR",
"965","Dennis Erickson","W","1","1","2001","41","Notre Dame (IN)","9","Tempe"," AZ","Fiesta Bowl"
"966","Dennis Erickson","L","9","2","2001","24","Fresno St. (CA)","44","Fresno"," CA",
"967","Dennis Erickson","W","9","8","2001","27","New Mexico St.","22","Las Cruces"," NM",
"968","Dennis Erickson","L","9","29","2001","7","UCLA","38","Corvallis"," OR",
"969","Dennis Erickson","L","10","6","2001","27","Washington St.","34","Pullman"," WA",
"970","Dennis Erickson","W","10","13","2001","38","Arizona","3","Corvallis"," OR",
"971","Dennis Erickson","L","10","20","2001","24","Arizona St.","41","Tempe"," AZ",
"972","Dennis Erickson","W","10","27","2001","19","California","10","Corvallis"," OR",
"973","Dennis Erickson","L","11","3","2001","13","Southern California","16","Los Angeles"," CA",
"974","Dennis Erickson","W","11","10","2001","49","Washington","24","Corvallis"," OR",
"975","Dennis Erickson","W","11","17","2001","45","Northern Arizona","10","Corvallis"," OR",
"976","Dennis Erickson","L","12","1","2001","14","Oregon","17","Eugene"," OR",
"977","Dennis Erickson","W","8","29","2002","49","Eastern Kentucky","10","Corvallis"," OR",
"978","Dennis Erickson","W","9","5","2002","35","Temple (PA)","3","Philadelphia"," PA",
"979","Dennis Erickson","W","9","14","2002","47","Nevada-Las Vegas","17","Corvallis"," OR",
"980","Dennis Erickson","W","9","21","2002","59","Fresno St. (CA)","19","Corvallis"," OR",
"981","Dennis Erickson","L","9","28","2002","0","Southern California","22","Los Angeles"," CA",
"982","Dennis Erickson","L","10","5","2002","35","UCLA","43","Corvallis"," OR",
"983","Dennis Erickson","L","10","12","2002","9","Arizona St.","13","Tempe"," AZ",
"984","Dennis Erickson","W","10","26","2002","24","California","13","Corvallis"," OR",
"985","Dennis Erickson","W","11","2","2002","38","Arizona","3","Corvallis"," OR",
"986","Dennis Erickson","L","11","9","2002","29","Washington","41","Seattle"," WA",
"987","Dennis Erickson","W","11","16","2002","31","Stanford (CA)","21","Stanford"," CA",
"988","Dennis Erickson","W","11","23","2002","45","Oregon","24","Corvallis"," OR",
"989","Dennis Erickson","L","12","26","2002","13","Pittsburgh (PA)","38","Phoenix"," AZ","Insight Bowl"
"990","Mike Riley","W","8","28","2003","40","Cal St.-Sacramento","7","Corvallis"," OR",
"991","Mike Riley","L","9","5","2003","14","Fresno St. (CA)","16","Fresno"," CA",
"992","Mike Riley","W","9","13","2003","28","New Mexico St.","16","Corvallis"," OR",
"993","Mike Riley","W","9","20","2003","26","Boise St. (ID)","24","Corvallis"," OR",
"994","Mike Riley","W","9","27","2003","45","Arizona St.","17","Corvallis"," OR",
"995","Mike Riley","W","10","4","2003","35","California","21","Berkeley"," CA",
"996","Mike Riley","L","10","18","2003","17","Washington","38","Corvallis"," OR",
"997","Mike Riley","L","10","25","2003","30","Washington St.","36","Pullman"," WA",
"998","Mike Riley","W","11","1","2003","52","Arizona","23","Corvallis"," OR",
"999","Mike Riley","W","11","15","2003","43","Stanford (CA)","3","Corvallis"," OR",
"1000","Mike Riley","L","11","22","2003","20","Oregon","34","Eugene"," OR",
"1001","Mike Riley","L","12","6","2003","28","Southern California","52","Los Angeles"," CA",
"1002","Mike Riley","W","12","24","2003","55","New Mexico","14","Las Vegas"," NV","Las Vegas Bowl"
"1003","Mike Riley","L","9","4","2004","21","Louisiana St.","22","Baton Rouge"," LA",
"1004","Mike Riley","L","9","10","2004","34","Boise St. (ID)","53","Boise"," ID",
"1005","Mike Riley","W","9","18","2004","17","New Mexico","7","Corvallis"," OR",
"1006","Mike Riley","L","9","25","2004","14","Arizona St.","27","Tempe"," AZ",
"1007","Mike Riley","L","10","2","2004","7","California","49","Corvallis"," OR",
"1008","Mike Riley","W","10","16","2004","29","Washington","14","Seattle"," WA",
"1009","Mike Riley","W","10","23","2004","38","Washington St.","19","Corvallis"," OR",
"1010","Mike Riley","W","10","30","2004","28","Arizona","14","Tucson"," AZ",
"1011","Mike Riley","L","11","6","2004","20","Southern California","28","Corvallis"," OR",
"1012","Mike Riley","W","11","13","2004","24","Stanford (CA)","19","Stanford"," CA",
"1013","Mike Riley","W","11","20","2004","50","Oregon","21","Corvallis"," OR",
"1014","Mike Riley","W","12","28","2004","38","Notre Dame (IN)","21","Phoenix"," AZ","Insight Bowl"
"1015","Mike Riley","W","9","3","2005","41","Portland St. (OR)","14","Corvallis"," OR",
"1016","Mike Riley","W","9","10","2005","30","Boise St. (ID)","27","Corvallis"," OR",
"1017","Mike Riley","L","9","17","2005","27","Louisville (KY)","63","Louisville"," KY",
"1018","Mike Riley","L","9","24","2005","24","Arizona St.","42","Corvallis"," OR",
"1019","Mike Riley","W","10","1","2005","44","Washington St.","33","Corvallis"," OR",
"1020","Mike Riley","W","10","15","2005","23","California","20","Berkeley"," CA",
"1021","Mike Riley","L","10","22","2005","28","UCLA","51","Pasadena"," CA",
"1022","Mike Riley","L","10","29","2005","27","Arizona","29","Corvallis"," OR",
"1023","Mike Riley","W","11","5","2005","18","Washington","10","Seattle"," WA",
"1024","Mike Riley","L","11","12","2005","17","Stanford (CA)","20","Corvallis"," OR",
"1025","Mike Riley","L","11","19","2005","14","Oregon","56","Eugene"," OR",
"1026","Mike Riley","W","8","31","2006","56","Eastern Washington","17","Corvallis"," OR",
"1027","Mike Riley","L","9","7","2006","14","Boise St. (ID)","42","Boise"," ID",
"1028","Mike Riley","W","9","23","2006","38","Idaho","0","Corvallis"," OR",
"1029","Mike Riley","L","9","30","2006","13","California","41","Corvallis"," OR",
"1030","Mike Riley","L","10","7","2006","6","Washington St.","13","Corvallis"," OR",
"1031","Mike Riley","W","10","14","2006","27","Washington","17","Seattle"," WA",
"1032","Mike Riley","W","10","21","2006","17","Arizona","10","Tucson"," AZ",
"1033","Mike Riley","W","10","28","2006","33","Southern California","31","Corvallis"," OR",
"1034","Mike Riley","W","11","4","2006","44","Arizona St.","10","Corvallis"," OR",
"1035","Mike Riley","L","11","11","2006","7","UCLA","25","Pasadena"," CA",
"1036","Mike Riley","W","11","18","2006","30","Stanford (CA)","7","Stanford"," CA",
"1037","Mike Riley","W","11","24","2006","30","Oregon","28","Corvallis"," OR",
"1038","Mike Riley","W","12","2","2006","35","Hawaii","32","Honolulu"," HI",
"1039","Mike Riley","W","12","29","2006","39","Missouri","38","El Paso"," TX","Sun Bowl"
"1040","Mike Riley","W","8","30","2007","24","Utah","7","Corvallis"," OR",
"1041","Mike Riley","L","9","6","2007","3","Cincinnati (OH)","34","Cincinnati"," OH",
"1042","Mike Riley","W","9","15","2007","61","Idaho St.","10","Corvallis"," OR",
"1043","Mike Riley","L","9","22","2007","32","Arizona St.","44","Tempe"," AZ",
"1044","Mike Riley","L","9","29","2007","14","UCLA","40","Corvallis"," OR",
"1045","Mike Riley","W","10","6","2007","31","Arizona","16","Corvallis"," OR",
"1046","Mike Riley","W","10","13","2007","31","California","28","Berkeley"," CA",
"1047","Mike Riley","W","10","27","2007","23","Stanford (CA)","6","Corvallis"," OR",
"1048","Mike Riley","L","11","3","2007","3","Southern California","24","Los Angeles"," CA",
"1049","Mike Riley","W","11","10","2007","29","Washington","23","Corvallis"," OR",
"1050","Mike Riley","W","11","17","2007","52","Washington St.","17","Pullman"," WA",
"1051","Mike Riley","W","12","1","2007","38","Oregon","31","Eugene"," OR",
"1052","Mike Riley","W","12","28","2007","21","Maryland","14","San Francisco"," CA","Emerald Bowl"
"1053","Mike Riley","L","8","28","2008","28","Stanford (CA)","36","Stanford"," CA",
"1054","Mike Riley","L","9","6","2008","14","Penn St.","45","State College"," PA",
"1055","Mike Riley","W","9","13","2008","45","Hawaii","7","Corvallis"," OR",
"1056","Mike Riley","W","9","25","2008","27","Southern California","21","Corvallis"," OR",
"1057","Mike Riley","L","10","2","2008","28","Utah","31","Salt Lake City"," UT",
"1058","Mike Riley","W","10","11","2008","66","Washington St.","13","Corvallis"," OR",
"1059","Mike Riley","W","10","18","2008","34","Washington","13","Seattle"," WA",
"1060","Mike Riley","W","11","1","2008","27","Arizona St.","25","Corvallis"," OR",
"1061","Mike Riley","W","11","8","2008","34","UCLA","6","Pasadena"," CA",
"1062","Mike Riley","W","11","15","2008","34","California","21","Corvallis"," OR",
"1063","Mike Riley","W","11","22","2008","19","Arizona","17","Tucson"," AZ",
"1064","Mike Riley","L","11","29","2008","38","Oregon","65","Corvallis"," OR",
"1065","Mike Riley","W","12","31","2008","3","Pittsburgh (PA)","0","El Paso"," TX","Sun Bowl"
"1066","Mike Riley","W","9","5","2009","34","Portland St. (OR)","7","Corvallis"," OR",
"1067","Mike Riley","W","9","12","2009","23","Nevada-Las Vegas","21","Las Vegas"," NV",
"1068","Mike Riley","L","9","19","2009","18","Cincinnati (OH)","28","Corvallis"," OR",
"1069","Mike Riley","L","9","26","2009","32","Arizona","37","Corvallis"," OR",
"1070","Mike Riley","W","10","3","2009","28","Arizona St.","17","Tempe"," AZ",
"1071","Mike Riley","W","10","10","2009","38","Stanford (CA)","28","Corvallis"," OR",
"1072","Mike Riley","L","10","24","2009","36","Southern California","42","Los Angeles"," CA",
"1073","Mike Riley","W","10","31","2009","26","UCLA","19","Corvallis"," OR",
"1074","Mike Riley","W","11","7","2009","31","California","14","Berkeley"," CA",
"1075","Mike Riley","W","11","14","2009","48","Washington","21","Corvallis"," OR",
"1076","Mike Riley","W","11","21","2009","42","Washington St.","10","Pullman"," WA",
"1077","Mike Riley","L","12","3","2009","33","Oregon","37","Eugene"," OR",
"1078","Mike Riley","L","12","22","2009","20","Brigham Young (UT)","44","Las Vegas"," NV","Las Vegas Bowl"
"1079","Mike Riley","L","9","4","2010","21","Texas Christian","30","Arlington"," TX","Cowboys Stadium"
"1080","Mike Riley","W","9","18","2010","35","Louisville (KY)","28","Corvallis"," OR",
"1081","Mike Riley","L","9","25","2010","24","Boise St. (ID)","37","Boise"," ID",
"1082","Mike Riley","W","10","2","2010","31","Arizona St.","28","Corvallis"," OR",
"1083","Mike Riley","W","10","9","2010","29","Arizona","27","Tucson"," AZ",
"1084","Mike Riley","L","10","16","2010","34","Washington","35","Seattle"," WA",
"1085","Mike Riley","W","10","30","2010","35","California","7","Corvallis"," OR",
"1086","Mike Riley","L","11","6","2010","14","UCLA","17","Pasadena"," CA",
"1087","Mike Riley","L","11","13","2010","14","Washington St.","31","Corvallis"," OR",
"1088","Mike Riley","W","11","20","2010","36","Southern California","7","Corvallis"," OR",
"1089","Mike Riley","L","11","27","2010","0","Stanford (CA)","38","Stanford"," CA",
"1090","Mike Riley","L","12","4","2010","20","Oregon","37","Corvallis"," OR",
"1091","Mike Riley","L","9","3","2011","28","Cal St.-Sacramento","29","Corvallis"," OR",
"1092","Mike Riley","L","9","10","2011","0","Wisconsin","35","Madison"," WI",
"1093","Mike Riley","L","9","24","2011","19","UCLA","27","Corvallis"," OR",
"1094","Mike Riley","L","10","1","2011","20","Arizona St.","35","Tempe"," AZ",
"1095","Mike Riley","W","10","8","2011","37","Arizona","27","Corvallis"," OR",
"1096","Mike Riley","L","10","15","2011","28","Brigham Young (UT)","38","Corvallis"," OR",
"1097","Mike Riley","W","10","22","2011","44","Washington St.","21","Seattle"," WA",
"1098","Mike Riley","L","10","29","2011","8","Utah","27","Salt Lake City"," UT",
"1099","Mike Riley","L","11","5","2011","13","Stanford (CA)","38","Corvallis"," OR",
"1100","Mike Riley","L","11","12","2011","6","California","23","San Francisco"," CA","AT&T Park"
"1101","Mike Riley","W","11","19","2011","38","Washington","21","Corvallis"," OR",
"1102","Mike Riley","L","11","26","2011","21","Oregon","49","Eugene"," OR",
"1103","Mike Riley","W","9","8","2012","10","Wisconsin","7","Corvallis"," OR",
"1104","Mike Riley","W","9","22","2012","27","UCLA","20","Pasadena"," CA",
"1105","Mike Riley","W","9","29","2012","38","Arizona","35","Tucson"," AZ",
"1106","Mike Riley","W","10","6","2012","19","Washington St.","6","Corvallis"," OR",
"1107","Mike Riley","W","10","13","2012","42","Brigham Young (UT)","24","Provo"," UT",
"1108","Mike Riley","W","10","20","2012","21","Utah","7","Corvallis"," OR",
"1109","Mike Riley","L","10","27","2012","17","Washington","20","Seattle"," WA",
"1110","Mike Riley","W","11","3","2012","36","Arizona St.","26","Corvallis"," OR",
"1111","Mike Riley","L","11","10","2012","23","Stanford (CA)","27","Stanford"," CA",
"1112","Mike Riley","W","11","17","2012","62","California","14","Corvallis"," OR",
"1113","Mike Riley","L","11","24","2012","24","Oregon","48","Corvallis"," OR",
"1114","Mike Riley","W","12","1","2012","77","Nicholls St. (LA)","3","Corvallis"," OR",
"1115","Mike Riley","L","12","29","2012","27","Texas","31","San Antonio"," TX","Alamo Bowl"
"1116","Mike Riley","L","8","31","2013","46","Eastern Washington","49","Corvallis"," OR",
"1117","Mike Riley","W","9","7","2013","33","Hawaii","14","Corvallis"," OR",
"1118","Mike Riley","W","9","14","2013","51","Utah","48","Salt Lake City"," UT",
"1119","Mike Riley","W","9","21","2013","34","San Diego St. (CA)","30","San Diego"," CA",
"1120","Mike Riley","W","9","28","2013","44","Colorado","17","Corvallis"," OR",
"1121","Mike Riley","W","10","12","2013","52","Washington St.","24","Pullman"," WA",
"1122","Mike Riley","W","10","19","2013","49","California","17","Berkeley"," CA",
"1123","Mike Riley","L","10","26","2013","12","Stanford (CA)","20","Corvallis"," OR",
"1124","Bill Bloss","W","2","3","1893","36","Corvallis Athletic Association","0",,,
"1125","Bill Bloss","W","0","0","1897","34","Albany","0",,,
"1126","Bill Bloss","W","0","0","1897","34","Chemawa","0",,,
"1127","Bill Bloss","W","0","0","1897","54","McMinnville","0",,,
"1128","Mike Riley","L","11","1","2013","14","Southern California","31","Corvallis"," OR",
"1129","Mike Riley","L","11","16","2013","17","Arizona St.","30","Tempe"," AZ",
"1130","Mike Riley","L","11","23","2013","27","Washington","69","Corvallis"," OR",
"1131","Mike Riley","L","11","29","2013","35","Oregon","36","Eugene"," OR",
"1132","Mike Riley","W","12","24","2013","38","Boise St. (ID)","23","Honolulu","HI","Sheraton Hawaii Bowl"
"1133","Mike Riley","W","8","30","2014","29","Portland St. (OR)","14","Corvallis"," OR",
"1134","Mike Riley","W","9","6","2014","38","Hawaii","30","Honolulu"," HI",
"1135","Mike Riley","W","9","20","2014","28","San Diego St. (CA)","7","Corvallis"," OR",
"1136","Mike Riley","L","9","27","2014","10","Southern California","35","Los Angeles"," CA",
"1137","Mike Riley","W","10","4","2014","36","Colorado","31","Boulder"," CO",
"1138","Mike Riley","L","10","16","2014","23","Utah","29","Corvallis"," OR",
"1139","Mike Riley","L","10","25","2014","14","Stanford (CA)","38","Stanford"," CA",
"1140","Mike Riley","L","11","1","2014","31","California","45","Corvallis"," OR",
"1141","Mike Riley","L","11","8","2014","32","Washington St.","39","Corvallis"," OR",
"1142","Mike Riley","W","11","15","2014","35","Arizona St.","27","Corvallis"," OR",
"1143","Mike Riley","L","11","22","2014","13","Washington","37","Seattle"," WA",
"1144","Mike Riley","L","11","29","2014","19","Oregon","47","Corvallis"," OR",
"1145","Gary Andersen","W","9","4","2015","26","Weber St. (UT)","7","Corvallis"," OR",
"1146","Gary Andersen","L","9","12","2015","7","Michigan","35","Ann Arbor"," MI",
"1147","Gary Andersen","W","9","19","2015","35","San Jose St. (CA)","21","Corvallis"," OR",
"1148","Gary Andersen","L","9","25","2015","24","Stanford (CA)","42","Corvallis"," OR",
"1149","Gary Andersen","L","10","10","2015","7","Arizona","44","Tucson"," AZ",
"1150","Gary Andersen","L","10","17","2015","31","Washington St.","52","Pullman"," WA",
"1151","Gary Andersen","L","10","24","2015","13","Colorado","17","Corvallis"," OR",
"1152","Gary Andersen","L","10","31","2015","12","Utah","27","Salt Lake City"," UT",
"1153","Gary Andersen","L","11","7","2015","0","UCLA","41","Corvallis"," OR",
"1154","Gary Andersen","L","11","14","2015","24","California","54","Berkeley"," CA",
"1155","Gary Andersen","L","11","21","2015","7","Washington","52","Corvallis"," OR",
"1156","Gary Andersen","L","11","27","2015","42","Oregon","52","Eugene"," OR",
"1157","Gary Andersen","L","9","1","2016","23","Minnesota","30","Minneapolis"," MN",
"1158","Gary Andersen","W","9","17","2016","37","Idaho St.","7","Corvallis"," OR",
"1159","Gary Andersen","L","9","24","2016","24","Boise St. (ID)","38","Corvallis"," OR",
"1160","Gary Andersen","L","10","1","2016","6","Colorado","47","Boulder"," CO",
"1161","Gary Andersen","W","10","8","2016","47","California","44","Corvallis"," OR",
"1162","Gary Andersen","L","10","15","2016","14","Utah","19","Corvallis"," OR",
"1163","Gary Andersen","L","10","22","2016","17","Washington","41","Seattle"," WA",
"1164","Gary Andersen","L","10","29","2016","31","Washington St.","35","Corvallis"," OR",
"1165","Gary Andersen","L","11","5","2016","15","Stanford (CA)","26","Stanford"," CA",
"1166","Gary Andersen","L","11","12","2016","24","UCLA","38","Pasadena"," CA",
"1167","Gary Andersen","W","11","19","2016","42","Arizona","17","Corvallis"," OR",
"1168","Gary Andersen","W","11","26","2016","34","Oregon","24","Corvallis"," OR",
"1169","Gary Andersen","L","8","26","2017","27","Colorado St.","58","Fort Collins"," CO",
"1170","Gary Andersen","W","9","2","2017","35","Portland St. (OR)","32","Corvallis"," OR",
"1171","Gary Andersen","L","9","9","2017","14","Minnesota","48","Corvallis"," OR",
"1172","Gary Andersen","L","9","16","2017","23","Washington St.","52","Pullman"," WA",
"1173","Gary Andersen","L","9","30","2017","7","Washington","42","Corvallis"," OR",
"1174","Gary Andersen","L","10","7","2017","10","Southern California","38","Los Angeles"," CA",
"1175","Cory Hall","L","10","14","2017","33","Colorado","36","Corvallis"," OR",
"1176","Cory Hall","L","10","26","2017","14","Stanford (CA)","15","Corvallis"," OR",
"1177","Cory Hall","L","11","4","2017","23","California","37","Berkeley"," CA",
"1178","Cory Hall","L","11","11","2017","28","Arizona","49","Tucson"," AZ",
"1179","Cory Hall","L","11","18","2017","24","Arizona St.","40","Corvallis"," OR",
"1180","Cory Hall","L","11","25","2017","10","Oregon","69","Eugene"," OR",
"1181","Jonathan Smith","L","9","1","2018","31","Ohio St.","77","Columbus"," OH",
"1182","Jonathan Smith","W","9","8","2018","48","Southern Utah","25","Corvallis"," OR",
"1183","Jonathan Smith","L","9","15","2018","35","Nevada","37","Reno"," NV",
"1184","Jonathan Smith","L","9","22","2018","14","Arizona","35","Corvallis"," OR",
"1185","Jonathan Smith","L","9","29","2018","24","Arizona St.","52","Tempe"," AZ",
"1186","Jonathan Smith","L","10","6","2018","37","Washington St.","56","Corvallis"," OR",
"1187","Jonathan Smith","L","10","20","2018","7","California","49","Corvallis"," OR",
"1188","Jonathan Smith","W","10","27","2018","41","Colorado","34","Boulder"," CO",
"1189","Jonathan Smith","L","11","3","2018","21","Southern California","38","Corvallis"," OR",
"1190","Jonathan Smith","L","11","10","2018","17","Stanford (CA)","48","Stanford"," CA",
"1191","Jonathan Smith","L","11","17","2018","23","Washington","42","Seattle"," WA",
"1192","Jonathan Smith","L","11","23","2018","15","Oregon","55","Corvallis"," OR",
"1193","Jonathan Smith","L","8","30","2019","36","Oklahoma St.","52","Corvallis"," OR",
"1194","Jonathan Smith","L","9","7","2019","28","Hawaii","31","Honolulu"," HI",
"1195","Jonathan Smith","W","9","14","2019","45","Cal Poly-San Luis Obispo","7","Corvallis"," OR",
"1196","Jonathan Smith","L","9","28","2019","28","Stanford (CA)","31","Corvallis"," OR",
"1197","Jonathan Smith","W","10","5","2019","48","UCLA","31","Pasadena"," CA",
"1198","Jonathan Smith","L","10","12","2019","7","Utah","52","Corvallis"," OR",
"1199","Jonathan Smith","W","10","19","2019","21","California","17","Berkeley"," CA",
"1200","Jonathan Smith","W","11","2","2019","56","Arizona","38","Tucson"," AZ",
"1201","Jonathan Smith","L","11","8","2019","7","Washington","19","Corvallis"," OR",
"1202","Jonathan Smith","W","11","16","2019","35","Arizona St.","34","Corvallis"," OR",
"1203","Jonathan Smith","L","11","23","2019","53","Washington St.","54","Pullman"," WA",
"1204","Jonathan Smith","L","11","30","2019","10","Oregon","24","Eugene"," OR",
